emp_no,first_name,last_name,dept_name
468175,Girolamo,Ranft,Sales
236041,Girolamo,Nergos,Sales
101608,Girolamo,Mundy,Sales
87059,Girolamo,Leuchs,Sales
489988,Girolamo,Henders,Sales
49930,Girolamo,Conte,Sales
475641,Girolamo,Azevdeo,Sales
294283,Gita,Yurov,Sales
286219,Gita,Rehfuss,Sales
483472,Gita,Pesch,Sales
232883,Gita,Lorie,Sales
272816,Gita,Litvinov,Sales
261548,Gita,Karunanithi,Sales
221577,Gita,Capobianchi,Sales
205332,Gita,Baar,Sales
24056,Gladys,Shrader,Sales
437453,Gladys,Sabnani,Sales
32689,Gladys,Heusch,Sales
28383,Gladys,Chimia,Sales
296625,Goa,Erdi,Sales
100024,Godehard,Pelz,Sales
34600,Godehard,Middleton,Sales
487358,Godehard,Katalagarianos,Sales
485487,Goetz,Roohalamini,Sales
412800,Goetz,Peha,Sales
213944,Goetz,Bondorf,Sales
44875,Goh,Reinhart,Sales
243189,Goh,Rebaine,Sales
415554,Goh,Panienski,Sales
47010,Goh,Nannarelli,Sales
25371,Goh,Ishibashi,Sales
251182,Goh,Dulli,Sales
445242,Goh,Conia,Sales
51520,Goh,Bierman,Sales
272418,Golgen,Versino,Sales
86788,Golgen,Saoudi,Sales
69555,Golgen,Sabnani,Sales
412289,Golgen,Lorcy,Sales
105800,Golgen,Baig,Sales
93430,Golgen,Baar,Sales
219962,Goncalo,Gill,Sales
91113,Goncalo,Begiun,Sales
297592,Goncalo,Baezner,Sales
106186,Gonzalo,Sewelson,Sales
476584,Gonzalo,Noriega,Sales
104402,Gonzalo,Molenaar,Sales
83574,Gonzalo,Masamoto,Sales
79765,Gonzalo,Danecki,Sales
270810,Gonzalo,Braccini,Sales
292904,Gopalakrishnan,Uhrik,Sales
238836,Gopalakrishnan,Merlo,Sales
45546,Gopalakrishnan,Lanphier,Sales
454261,Gor,Schaaf,Sales
210677,Gor,Oehlmann,Sales
251268,Gor,Morrey,Sales
105934,Gor,Langford,Sales
222077,Gor,Kilgour,Sales
222330,Gor,Bellone,Sales
57110,Gou,Stellhorn,Sales
227662,Gou,Preusig,Sales
484504,Gou,Orlowski,Sales
97723,Gou,Mapelli,Sales
20305,Gou,Birnbaum,Sales
405199,Gou,Antonisse,Sales
482894,Greger,Takanami,Sales
25772,Greger,Marrevee,Sales
492337,Greger,Junet,Sales
490581,Greger,Ghemri,Sales
408167,Greger,Demizu,Sales
489321,Greger,Curless,Sales
73855,Greger,Blokdijk,Sales
108375,Greger,Ananiadou,Sales
269802,Gregory,Tiemann,Sales
268355,Gregory,Petereit,Sales
278360,Gregory,Bottner,Sales
235271,Gregory,Azuma,Sales
432547,Gretta,Waeselynck,Sales
102942,Gretta,Vilarrasa,Sales
57629,Gretta,Vendrig,Sales
200715,Gretta,Schwabacher,Sales
405583,Gretta,Reeker,Sales
421775,Gretta,Baak,Sales
267702,Gritta,Tzvieli,Sales
435719,Gritta,Sidou,Sales
22405,Gritta,Parveen,Sales
421986,Gritta,Furudate,Sales
42082,Gritta,Compeau,Sales
431311,Gritta,Birge,Sales
430859,Gritta,Bakhtari,Sales
96521,Gro,Imataki,Sales
445082,Gro,Iacovou,Sales
54443,Gro,Grabner,Sales
35659,Gro,Armand,Sales
26639,Guadalupe,Weiland,Sales
86754,Guadalupe,Vigier,Sales
234046,Guadalupe,Valtorta,Sales
425627,Guadalupe,Sewelson,Sales
276576,Guadalupe,McClurg,Sales
106133,Guadalupe,Heijenga,Sales
264128,Guangming,Suomi,Sales
278024,Guangming,Sridhar,Sales
28750,Guangming,Speckmann,Sales
217643,Guangming,Oxman,Sales
492612,Guangming,Matzke,Sales
62695,Guangming,Jenevein,Sales
280860,Gudjon,Syang,Sales
435799,Gudjon,Kaiserswerth,Sales
99451,Guenter,Riexinger,Sales
422084,Guenter,Ranai,Sales
61843,Guenter,Millington,Sales
266261,Guenter,Luon,Sales
288847,Guenter,Kalafatis,Sales
41122,Guenter,Hoppenstand,Sales
79834,Guiseppe,Wuwongse,Sales
230346,Guiseppe,Trumbly,Sales
45466,Guiseppe,Tomescu,Sales
294011,Guiseppe,Solares,Sales
439106,Guiseppe,Nivat,Sales
476106,Guiseppe,Mitsuhashi,Sales
205629,Guiseppe,Genin,Sales
267295,Guiseppe,Fujisaki,Sales
51126,Gully,Zirintsis,Sales
476492,Gully,Dichev,Sales
12790,Gunilla,Perl,Sales
82107,Gunilla,Heping,Sales
49335,Gunilla,Breugel,Sales
265979,Guoxiang,Sevcikova,Sales
455966,Guoxiang,Rissanen,Sales
56961,Guoxiang,Peyn,Sales
468100,Guoxiang,Lambe,Sales
50356,Guoxiang,Knightly,Sales
95943,Guozhong,Luit,Sales
58427,Guozhong,Frezza,Sales
33579,Guozhong,Eickenmeyer,Sales
462145,Gurbir,Thimonier,Sales
30663,Gurbir,Sigstam,Sales
97726,Guther,Veevers,Sales
460853,Guther,Stasinski,Sales
489901,Guther,Schaad,Sales
18297,Guther,Nastansky,Sales
432859,Guther,Massonet,Sales
235377,Guther,Kusalik,Sales
74271,Guther,Coombs,Sales
485330,Guttorm,Stavenow,Sales
96556,Guttorm,Penn,Sales
237546,Guttorm,Clemencon,Sales
288590,Hailing,Reeken,Sales
466629,Hailing,Marchegay,Sales
400242,Hairong,Prochazka,Sales
207661,Hairong,Leslie,Sales
32349,Hairong,DiGiano,Sales
203088,Hairong,Braunschweig,Sales
225661,Hairong,Baer,Sales
218661,Haldon,Nitta,Sales
107517,Haldon,Nannarelli,Sales
232599,Haldon,Kropf,Sales
454991,Haldon,Koblick,Sales
13146,Haldon,Erie,Sales
202948,Haldon,Bruckman,Sales
107293,Haldon,Ballarin,Sales
466807,Haldun,Wroclawski,Sales
77138,Haldun,Karner,Sales
26252,Haldun,Flowers,Sales
19777,Halsur,Ferretti,Sales
247715,Harjit,Scharstein,Sales
423966,Harjit,Badache,Sales
218201,Harjit,Ashish,Sales
221139,Harngdar,Pietracaprina,Sales
240469,Harngdar,Oxenboll,Sales
280476,Harngdar,Mandelberg,Sales
402349,Harngdar,Lipner,Sales
255961,Harngdar,Kopetz,Sales
106838,Hatem,Luke,Sales
107822,Hatem,Kroll,Sales
87202,Hatem,Coors,Sales
203792,Hatim,Mahmud,Sales
426799,Hatim,Keirsey,Sales
442910,Hatim,Ellozy,Sales
252016,Hatim,Czaja,Sales
233652,Hatim,Auria,Sales
208746,Hatsukazu,Schaaf,Sales
435078,Hatsukazu,Parfitt,Sales
481307,Hatsukazu,Pappas,Sales
403501,Hatsukazu,Fujisaki,Sales
111133,Hauke,Zhang,Sales
52951,Hauke,Solares,Sales
96084,Hauke,Piazza,Sales
262766,Hauke,Meszaros,Sales
401897,Hauke,Collette,Sales
206526,Hauke,Chepyzhov,Sales
38878,Hauke,Champarnaud,Sales
76078,Hausi,Poehlman,Sales
226384,Hausi,Makinen,Sales
481599,Hausi,Kawashima,Sales
426573,Hausi,Gonthier,Sales
264151,Heather,Worfolk,Sales
208742,Heather,Ruther,Sales
434923,Heather,Riefers,Sales
100746,Heather,Rehfuss,Sales
465131,Heather,Buescher,Sales
202937,Heejo,Schlegelmilch,Sales
93366,Heejo,Schach,Sales
488630,Heejo,Muhling,Sales
23454,Heejo,Felcyn,Sales
421172,Heejo,Danley,Sales
36591,Heeju,Goodrum,Sales
279997,Heeju,Burnard,Sales
237337,Heekeun,Vuskovic,Sales
26053,Heekeun,Szmurlo,Sales
445381,Heekeun,Solovay,Sales
259542,Heekeun,Quaggetto,Sales
255717,Hein,Walstra,Sales
445509,Hein,Templeman,Sales
31401,Hein,Sigstam,Sales
285781,Hein,Picaronny,Sales
52962,Hein,Cappelli,Sales
13213,Hein,Billawala,Sales
403836,Heng,Syrotiuk,Sales
242802,Heng,Shobatake,Sales
475508,Heng,Miculan,Sales
287013,Heng,Asmuth,Sales
101123,Henk,Wossner,Sales
60521,Henk,Uhrik,Sales
99681,Henk,Tramer,Sales
34839,Henk,Kermarrec,Sales
82027,Henk,Ellozy,Sales
443696,Henk,Douceur,Sales
216801,Heon,Vasanthakumar,Sales
497160,Heon,Thiran,Sales
107383,Heon,Pargas,Sales
405746,Heon,Mondadori,Sales
84629,Heon,Kaltofen,Sales
274251,Heon,Kadhim,Sales
31343,Heon,Denos,Sales
284720,Heping,Falster,Sales
474400,Herb,Ushiama,Sales
484087,Herb,Tagansky,Sales
292032,Herb,Siprelle,Sales
428930,Herb,Pelc,Sales
473800,Herb,Lakshmanan,Sales
403477,Herbert,Rajaraman,Sales
56038,Herbert,Murthy,Sales
65428,Herbert,Luby,Sales
265293,Herbert,Hempstead,Sales
57525,Herbert,Dechter,Sales
489452,Hercules,Sethi,Sales
484105,Hercules,Portugali,Sales
276515,Hercules,Granlund,Sales
481341,Hidde,Ranka,Sales
31363,Hidde,Merli,Sales
481000,Hidefumi,Zirintsis,Sales
455529,Hidefumi,Rodier,Sales
54105,Hidefumi,Peck,Sales
402331,Hidefumi,Bhattacharjee,Sales
286841,Hidekazu,Zobel,Sales
297281,Hidekazu,Terekhov,Sales
232102,Hidekazu,Ramsay,Sales
253174,Hidekazu,Henders,Sales
203069,Hidekazu,DiGiano,Sales
269873,Hidekazu,Danner,Sales
266500,Hidekazu,Brickell,Sales
250612,Hidekazu,Backhouse,Sales
495595,Hideo,Herber,Sales
71810,Hideo,Ertl,Sales
208689,Hideo,Barvinok,Sales
233791,Hideyuki,Zhiwei,Sales
82309,Hideyuki,Ramsak,Sales
499318,Hideyuki,Ozeki,Sales
227249,Hideyuki,Erni,Sales
58080,Hideyuki,Birta,Sales
243184,Hilari,Zongker,Sales
299225,Hilari,Lorho,Sales
200171,Hilari,Gyorkos,Sales
87274,Hilari,Gide,Sales
479708,Hilary,Dayana,Sales
270527,Hinrich,Strandh,Sales
248232,Hinrich,Rodiger,Sales
297908,Hinrich,Peha,Sales
210571,Hirochika,Peot,Sales
64290,Hirochika,Merro,Sales
448762,Hirochika,Lakshmanan,Sales
96911,Hirochika,Jeansoulin,Sales
80258,Hirochika,Hiyoshi,Sales
26833,Hirochika,Gustavson,Sales
283557,Hironobu,Teitelbaum,Sales
246165,Hironobu,Spinelli,Sales
101587,Hironobu,Puppo,Sales
214716,Hironobu,Makrucki,Sales
267393,Hironobu,Makinen,Sales
50983,Hironobu,Grandbois,Sales
214874,Hironoby,Ventosa,Sales
10924,Hironoby,Atchley,Sales
256772,Hiroyasu,Malinowski,Sales
434158,Hiroyasu,Fasbender,Sales
35939,Hiroyasu,Demri,Sales
423388,Hiroyasu,Byoun,Sales
53418,Hiroyasu,Alencar,Sales
20974,Hisao,Yavatkar,Sales
400809,Hisao,Fujisawa,Sales
24613,Hitofumi,Stifter,Sales
63836,Hitofumi,Petersohn,Sales
449436,Hitofumi,Paciorek,Sales
272625,Hitomi,Roccetti,Sales
42708,Hitomi,Petereit,Sales
99400,Hitomi,Decaestecker,Sales
222147,Hitomi,Bernatsky,Sales
407653,Hitomi,Baezner,Sales
28298,Holgard,Ritcey,Sales
224907,Holgard,Matzke,Sales
289107,Holgard,Luef,Sales
485083,Holgard,Huxford,Sales
219329,Holgard,Heiserman,Sales
86608,Honglan,Shigei,Sales
276800,Honglan,Remmele,Sales
257360,Honglan,Otillio,Sales
219977,Honglan,Escriba,Sales
85796,Honglan,Boissier,Sales
85825,Hongzhu,Zedlitz,Sales
21409,Hongzhu,Yoshimura,Sales
448124,Hongzhu,Roohalamini,Sales
464701,Hongzhu,Paludetto,Sales
237202,Hongzhu,Hettesheimer,Sales
50522,Hongzhu,Babu,Sales
457126,Hongzue,Warwick,Sales
91566,Hongzue,Rohrbach,Sales
48403,Hongzue,Krider,Sales
239423,Hongzue,Gyimothy,Sales
16993,Hongzue,Dahlbom,Sales
15454,Hongzue,Cesareni,Sales
97770,Horward,Keustermans,Sales
494460,Horward,Jervis,Sales
67146,Horward,Hertweck,Sales
462994,Horward,Haldar,Sales
297117,Horward,Gist,Sales
281971,Horward,Desikan,Sales
50274,Horward,Boudaillier,Sales
269201,Houman,Thiran,Sales
429961,Houman,Swiss,Sales
492323,Houman,Stanfel,Sales
459572,Houman,Sewelson,Sales
38618,Houman,Ibel,Sales
215168,Houman,Hellwagner,Sales
55375,Houman,Caine,Sales
451068,Howell,Collavizza,Sales
492431,Hsiangchu,Verhaegen,Sales
408807,Hsiangchu,Tanemo,Sales
210644,Hsiangchu,Panangaden,Sales
239365,Hsiangchu,Bratten,Sales
81035,Hsiangchu,Boreale,Sales
288863,Huai,Sundgren,Sales
437446,Huai,Ratnaker,Sales
219907,Huan,Tyugu,Sales
293355,Huan,Kolvik,Sales
200166,Huan,Feldmann,Sales
71076,Huei,Rosca,Sales
420358,Huei,Ressouche,Sales
485625,Huei,Michaels,Sales
228517,Huei,Leaver,Sales
59413,Huei,Albarhamtoshy,Sales
253094,Hugh,Syrotiuk,Sales
43181,Hugh,Iisaka,Sales
442812,Hugo,Rodiger,Sales
91774,Hugo,Pietracaprina,Sales
444494,Hugo,Merle,Sales
246505,Hugo,Byoun,Sales
475972,Huican,Zambonelli,Sales
417338,Huican,Staelin,Sales
421364,Huican,Ramalingam,Sales
39444,Huican,Majewski,Sales
470630,Huican,Jarecki,Sales
225301,Huican,Collavizza,Sales
298333,Huican,Basart,Sales
426193,Huiqun,Rattan,Sales
24588,Huiqun,Kranzdorf,Sales
490044,Huiqun,Ginneken,Sales
229937,Huiqun,Butner,Sales
450549,Hyuckchul,Sudbeck,Sales
446978,Hyuckchul,Nollmann,Sales
421975,Hyuckchul,Eastman,Sales
408608,Hyuncheol,Skafidas,Sales
482555,Hyuncheol,Mansanne,Sales
464040,Hyuncheol,Kavraki,Sales
40226,Hyuncheol,Benantar,Sales
288138,Iara,Tetzlaff,Sales
279829,Iara,Stille,Sales
409551,Iara,Stentiford,Sales
444605,Iara,Skafidas,Sales
94410,Iara,Schieder,Sales
68568,Iara,Raney,Sales
280088,Iara,Llado,Sales
465162,Iara,Hashii,Sales
408577,Ibibia,Schwabacher,Sales
20148,Ibibia,Polupanov,Sales
46439,Ibibia,Junet,Sales
237022,Ibibia,Gopalakrishnan,Sales
287552,Idoia,Hockney,Sales
263025,Idoia,Ginneken,Sales
485948,Idoia,Borstler,Sales
448440,Idoia,Bala,Sales
14648,IEEE,Lorys,Sales
61751,IEEE,Garrabrants,Sales
472692,IEEE,Danecki,Sales
19955,IEEE,Conry,Sales
247860,Inderjeet,Ruther,Sales
470401,Inderjeet,Roohalamini,Sales
441672,Inderjeet,Rabehasaina,Sales
485568,Inderjeet,Oskamp,Sales
416026,Inderjeet,Molenaar,Sales
244283,Inderjeet,Manderick,Sales
265286,Inderjeet,Mahmud,Sales
447092,Inderjeet,Lorho,Sales
424090,Inderjeet,Holburn,Sales
277376,Indrajit,Unno,Sales
55528,Indrajit,Swiler,Sales
239782,Indrajit,Shackel,Sales
276502,Indrajit,Segond,Sales
211596,Indrajit,Naumovich,Sales
202360,Indrajit,Jeong,Sales
30143,Indrajit,Huttel,Sales
475448,Ingemar,Lorys,Sales
255773,Ingemar,Emden,Sales
229911,Ingmar,Jansen,Sales
89825,Ingmar,Isard,Sales
15715,Insup,Ibel,Sales
56905,Insup,Genin,Sales
206815,Insup,Frolund,Sales
465609,Insup,England,Sales
487286,Insup,Copas,Sales
461295,Insup,Bierman,Sales
415157,Insup,Ananiadou,Sales
245065,Ioana,Rosar,Sales
92157,Ioana,Matzel,Sales
283949,Ioana,Kroft,Sales
437024,Ioana,Jullig,Sales
65199,Ipke,Spataro,Sales
251404,Ipke,Schapire,Sales
208463,Ipke,Pillow,Sales
479894,Ipke,Gonthier,Sales
444551,Ipke,Gien,Sales
483792,Irena,Unno,Sales
424230,Irena,Sridhar,Sales
426406,Irena,Ritzmann,Sales
260920,Irena,Highland,Sales
466468,Irena,Granlund,Sales
48696,Irena,Giarratana,Sales
274743,Irena,Driscoll,Sales
404009,Irena,Codenie,Sales
487525,Irena,Buescher,Sales
475613,Irene,Steinauer,Sales
424447,Irene,Miake,Sales
253417,Irene,Kalorkoti,Sales
77186,Irene,Crooks,Sales
279226,Isaac,Gopalakrishnan,Sales
402780,Isamu,Perko,Sales
19675,Isamu,Herath,Sales
234166,Isamu,Birke,Sales
11146,Ishfaq,Masand,Sales
222836,Ishfaq,Aloia,Sales
43207,Itzchak,Shihab,Sales
61210,Itzchak,Rehfuss,Sales
213228,Itzchak,Iwayama,Sales
37267,Itzchak,Falster,Sales
18664,Itzchak,Akaboshi,Sales
242037,Izaskun,Yemenis,Sales
447849,Izaskun,Wissmann,Sales
57768,Izaskun,Talmor,Sales
60598,Izaskun,Sadowski,Sales
402115,Izaskun,Rijckaert,Sales
488988,Izaskun,Puppe,Sales
400966,Izaskun,Percebois,Sales
258992,Izaskun,Marakhovsky,Sales
200575,Izaskun,Kuzuoka,Sales
494423,Izaskun,Guenter,Sales
440264,Izaskun,Biran,Sales
216250,Jaana,Zweizig,Sales
99972,Jaana,Schaaf,Sales
206668,Jaana,Rabejac,Sales
273658,Jaana,Lipner,Sales
299658,Jaber,Schiper,Sales
52812,Jaber,Fujisawa,Sales
226782,Jaber,Beerel,Sales
86351,Jackson,Staylopatis,Sales
44178,Jackson,Schmezko,Sales
51331,Jackson,Pusterhofer,Sales
84263,Jackson,Henseler,Sales
237291,Jackson,Gecsei,Sales
444034,Jackson,Bernardeschi,Sales
460498,Jacopo,Ponthieu,Sales
406980,Jacopo,Panangaden,Sales
461990,Jacopo,Norsworthy,Sales
75505,Jacopo,Isaac,Sales
37751,Jacopo,DuBourdieux,Sales
91420,Jacqueline,Suppi,Sales
458936,Jacqueline,Siksek,Sales
27652,Jacqueline,Matteis,Sales
41187,Jacqueline,Maquelin,Sales
65394,Jacqueline,Lamma,Sales
499575,Jacqueline,Kisuki,Sales
213071,Jacqueline,Demian,Sales
409274,Jacqueline,Carrera,Sales
413774,Jacqueline,Butterworth,Sales
109740,Jacqueline,Bahl,Sales
37101,Jaewon,Pappas,Sales
33125,Jaewon,Dulay,Sales
271179,Jaewoo,Murrill,Sales
78048,Jaewoo,Jumpertz,Sales
49496,Jaewoo,Butner,Sales
490037,Jagoda,Varman,Sales
25370,Jagoda,Puoti,Sales
264951,Jagoda,Brobst,Sales
445659,Jagoda,Bodoff,Sales
473232,Jagoda,Baez,Sales
68407,Jahangir,Peternell,Sales
246182,Jahangir,Heydon,Sales
452096,Jahangir,Foong,Sales
425359,Jaideep,Marchegay,Sales
275120,Jaideep,Aamodt,Sales
439322,Jaihie,Waeselynck,Sales
452409,Jaihie,Szmurlo,Sales
211040,Jaihie,Nitsch,Sales
491851,Jaihie,Braccini,Sales
432627,Jamaludin,Usdin,Sales
423371,Jamaludin,Qiwen,Sales
497023,Jamaludin,Nooteboom,Sales
293965,Jamaludin,Majewski,Sales
414269,Jamaludin,Flowers,Sales
485058,Jamaludin,Curless,Sales
241303,Jamaludin,Bratsberg,Sales
471483,Janalee,Ozeki,Sales
30546,Janalee,Oehlmann,Sales
483144,Janalee,Morton,Sales
484396,Janalee,Lortz,Sales
238935,Janalee,Jakobus,Sales
471964,Janche,Leaver,Sales
473953,Janche,Heystek,Sales
107540,Jaques,Soloway,Sales
447195,Jaques,Ruemmler,Sales
466297,Jaques,Ramras,Sales
492058,Jaques,Menyhert,Sales
11048,Jaques,Demke,Sales
56050,Jaroslava,Uhrik,Sales
290337,Jaroslava,Soicher,Sales
214682,Jaroslava,Neimat,Sales
76331,Jaroslava,Delgrange,Sales
486198,Jaroslava,Danner,Sales
15330,Jaroslava,Chinal,Sales
105489,Jasminko,Sadowski,Sales
37627,Jasminko,Ladret,Sales
96109,Jasminko,Chappelet,Sales
221770,Jayesh,Winter,Sales
487374,Jayesh,Swiss,Sales
441688,Jayesh,Schwaller,Sales
467705,Jayesh,Fendler,Sales
231276,Jayesh,Butner,Sales
499671,Jayesh,Ambroszkiewicz,Sales
37948,Jayson,Zykh,Sales
265584,Jayson,Vuskovic,Sales
59793,Jayson,Tibblin,Sales
58590,Jayson,Roisin,Sales
237325,Jayson,Passino,Sales
462742,Jayson,Kruskal,Sales
233250,Jayson,Hoogerwoord,Sales
233163,Jayson,Ginneken,Sales
219661,Jayson,Cronin,Sales
86654,Jeane,Taubenfeld,Sales
65467,Jeane,Perng,Sales
55718,Jeane,McAffer,Sales
403485,Jeane,Larfeldt,Sales
200750,Jeane,Kusakabe,Sales
430737,Jeane,Kadhim,Sales
281520,Jeanna,Wrigley,Sales
62774,Jeanna,Schlenzig,Sales
207518,Jeanna,Reinhart,Sales
285829,Jeanne,Henders,Sales
26808,Jeanne,DuCasse,Sales
75061,Jeanne,Benner,Sales
428630,Jenwei,Orsini,Sales
225515,Jenwei,Herber,Sales
46755,Jenwei,Frezza,Sales
19109,Jenwei,Denis,Sales
409777,Jenwei,Beerel,Sales
442085,Jeong,Peha,Sales
449745,Jeong,Imataki,Sales
231151,Jessie,Varman,Sales
65966,Jessie,Macedo,Sales
28689,Jessie,Lores,Sales
248640,Jessie,Eiter,Sales
481475,Jessie,Danley,Sales
276079,Jessie,Brlek,Sales
255143,Jessie,Bierman,Sales
45514,Jessie,Alpin,Sales
201141,Jiafu,Zielinski,Sales
39631,Jiafu,Simmel,Sales
289619,Jiafu,Mundy,Sales
19014,Jiafu,Danecki,Sales
103926,Jiafu,Camarinopoulos,Sales
102810,Jiafu,Birsak,Sales
93450,Jiakeng,Kieras,Sales
25963,Jiakeng,Fandrianto,Sales
108729,Jiang,Vesel,Sales
21683,Jiang,Velasco,Sales
253733,Jiang,Rissland,Sales
495755,Jiang,Erni,Sales
237894,Jiang,Dalton,Sales
451768,Jianhao,Pettey,Sales
237253,Jianhao,Bisiani,Sales
492377,Jianhua,Pollacia,Sales
428466,Jianhua,Olano,Sales
10836,Jianhua,Leivant,Sales
13210,Jianhua,Klassen,Sales
296848,Jianhua,Kermarrec,Sales
279972,Jianhua,Gecsei,Sales
211534,Jianhua,Cardazo,Sales
489063,Jianhui,Penn,Sales
40829,Jianhui,Mitzlaff,Sales
70502,Jiann,Weedon,Sales
491459,Jiann,Gewali,Sales
454057,Jianwen,Sabnani,Sales
77615,Jianwen,Krupka,Sales
71586,Jianwen,Cannard,Sales
38204,Jianwen,Azadmanesh,Sales
295800,Jingling,Weisert,Sales
441598,Jingling,Siepmann,Sales
105002,Jingling,Millington,Sales
233431,Jingling,Flowers,Sales
20836,Jingling,Alameldin,Sales
23633,Jinpo,Nyrup,Sales
25600,Jinpo,McClurg,Sales
449023,Jinpo,Kuhnemann,Sales
33423,Jinpo,Koblick,Sales
105662,Jinpo,Hoogerwoord,Sales
248456,Jinpo,Brender,Sales
219116,Jinxi,Sgarro,Sales
299709,Jinxi,Marrevee,Sales
236243,Jinxi,Daescu,Sales
247104,Jinya,Schnelling,Sales
462890,Jinya,Peak,Sales
40891,Jinya,Kaltofen,Sales
420874,Jinya,Hiyoshi,Sales
413791,Jiong,Zaumen,Sales
228655,Jiong,Blokdijk,Sales
491269,Jixiang,Egerstedt,Sales
232995,Jixiang,Billawala,Sales
62449,Jixiang,Angelov,Sales
53868,Jixiang,Angelov,Sales
79684,JiYoung,Janocha,Sales
98697,JiYoung,Harbusch,Sales
422782,JiYoung,Czaja,Sales
249654,JoAnna,Zizka,Sales
58825,JoAnna,Swist,Sales
490640,JoAnna,Puoti,Sales
258273,JoAnna,Maksimenko,Sales
425860,JoAnna,Bakhtari,Sales
200714,JoAnne,Sudbeck,Sales
220051,JoAnne,Matheson,Sales
31719,JoAnne,Caine,Sales
409385,Jolita,Speel,Sales
235524,Jolita,Itzigehl,Sales
201462,Jolita,Erva,Sales
223310,Jolita,Erdi,Sales
448795,Jolita,Brlek,Sales
257630,Jongsuk,Neiman,Sales
415152,Jongsuk,Danecki,Sales
486561,Jordanka,Sommen,Sales
444922,Jordanka,Naudin,Sales
108541,Jordanka,Mapelli,Sales
419781,Jordanka,Karnin,Sales
401125,Josyula,Rothe,Sales
96648,Josyula,Perez,Sales
91093,Josyula,Luders,Sales
202271,Josyula,Benner,Sales
101848,Jouko,Kolinko,Sales
95346,Jouko,Heering,Sales
16446,Jouko,Chinin,Sales
34597,Jouko,Bolotov,Sales
288206,Jouni,Tiemann,Sales
63688,Jouni,Spieker,Sales
23761,Jouni,Menhardt,Sales
468942,Jouni,Matzat,Sales
437059,Jouni,Mahnke,Sales
242227,Jouni,Dahlbom,Sales
290589,Jouni,Chleq,Sales
424995,Jouni,Bale,Sales
241071,Jovan,Tetzlaff,Sales
259863,Jovan,Siegrist,Sales
491099,Jovan,Iacovou,Sales
463019,Jovan,Figueira,Sales
65215,Joydip,Garnham,Sales
209906,Joydip,Fadgyas,Sales
494722,Joydip,Bhattacharjee,Sales
258084,Juichirou,Setia,Sales
283050,Juichirou,Kusalik,Sales
103585,Juichirou,Dusink,Sales
410966,Juichirou,Cooman,Sales
93241,Juichirou,Borstler,Sales
217336,Jungsoon,Usdin,Sales
10088,Jungsoon,Syrzycki,Sales
33196,Jungsoon,Gist,Sales
293914,Jungsoon,Garrabrants,Sales
251464,Junichi,Talmon,Sales
440560,Junichi,Mayerwieser,Sales
278353,Junichi,Kalsbeek,Sales
293144,Junichi,Huhdanpaa,Sales
464200,Junichi,Foong,Sales
71588,Junichi,Colorni,Sales
52348,Junsik,Radwan,Sales
493720,Juyoung,Sridhar,Sales
79204,Juyoung,Lund,Sales
406516,Juyoung,Lamba,Sales
60124,Kagan,Sichman,Sales
109380,Kagan,Luan,Sales
476724,Kagan,Kamble,Sales
102405,Kagan,Danlos,Sales
250886,Kagan,Busillo,Sales
53661,Kaijung,Wixon,Sales
452312,Kaijung,Portugali,Sales
468387,Kaijung,Pews,Sales
437039,Kaijung,Godskesen,Sales
419330,Kaijung,Einsfeld,Sales
444508,Kaijung,Bahl,Sales
54932,Kamakshi,Munoz,Sales
405382,Kamakshi,Mansanne,Sales
37507,Kamran,Quittner,Sales
213525,Kamran,Hellwagner,Sales
28555,Kankanahalli,Wendorf,Sales
89567,Kankanahalli,Masand,Sales
497412,Kankanahalli,Kamble,Sales
232508,Kankanahalli,Brickell,Sales
411643,Kankanahalli,Billawala,Sales
474353,Kannan,Zizka,Sales
413833,Kannan,Krupka,Sales
68604,Kannan,Dymetman,Sales
12076,Karlis,Siprelle,Sales
408328,Karlis,Melton,Sales
286195,Karlis,Hofting,Sales
269109,Karlis,Goldhammer,Sales
230280,Karlis,Feinberg,Sales
259002,Karlis,Cummings,Sales
67367,Karlis,Birch,Sales
65173,Karlis,Binkley,Sales
210301,Karoline,Suri,Sales
75471,Karoline,Simmen,Sales
246101,Karoline,Sherertz,Sales
48682,Karoline,Sessa,Sales
107500,Karoline,Masada,Sales
452021,Karoline,Kobuchi,Sales
497448,Karsten,Suwa,Sales
279187,Karsten,Millington,Sales
253509,Karsten,Kaminger,Sales
289712,Karsten,Brookner,Sales
455496,Kasidit,Schaap,Sales
223292,Kasidit,Savasere,Sales
58694,Kasidit,Kragelund,Sales
94871,Kasidit,Chenney,Sales
471079,Kasturi,Swiss,Sales
49077,Kasturi,Siprelle,Sales
290357,Kasturi,Cunliffe,Sales
275639,Kasturi,Claffy,Sales
495144,Katsuo,Vidya,Sales
281462,Katsuo,Shiratori,Sales
487260,Katsuo,Nyrup,Sales
275001,Katsuo,Mitina,Sales
478985,Katsuo,Gubsky,Sales
214252,Katsuo,Granlund,Sales
228587,Katsuo,Basagni,Sales
261172,Katsuyuki,Luit,Sales
463463,Katsuyuki,Klerer,Sales
20325,Katsuyuki,England,Sales
458787,Katsuyuki,Brandsma,Sales
233136,Kauko,Ruther,Sales
244791,Kauko,Olivero,Sales
90637,Kauko,Kusakabe,Sales
426928,Kauko,Georgatos,Sales
406304,Kauko,Francisci,Sales
70659,Kauko,Domenig,Sales
220119,Kauko,Basagni,Sales
